"date","adm_cd","m00","m05","m10","m15","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","m75","m80","m85","f00","f05","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","f75","f80","f85","total"
"20240301","45180420","0.0","6.06","14.14","6.06","14.14","13.13","22.22","15.15","29.29","25.25","68.68","83.83","76.76","63.63","22.22","24.24","24.24","14.14","0.0","7.07","2.02","4.04","8.08","17.17","6.06","19.19","24.24","17.17","46.46","53.53","49.49","40.4","25.25","24.24","26.26","22.22","1213.01"
"20240319","45180390","0.0","4.04","24.24","23.23","24.24","48.48","43.43","65.65","64.64","94.94","124.23","116.15","140.39","104.03","68.68","41.41","31.31","28.28","0.0","3.03","17.17","17.17","13.13","27.27","32.32","28.28","41.41","43.43","64.64","113.12","76.76","58.58","49.49","42.42","45.45","34.34","2319.97"
"20240318","43750253","0.0","79.79","128.27","147.46","265.63","614.08","829.21","713.06","832.24","785.78","745.38","702.96","608.02","381.78","132.31","74.74","28.28","136.35","0.0","77.77","145.44","136.35","152.51","448.44","483.79","428.24","463.59","497.93","474.7","457.53","333.3","226.24","68.68","54.54","35.35","117.16","14984.36"
"20240310","43750370","0.0","33.33","78.78","96.96","176.75","382.79","348.45","309.06","306.03","298.96","394.91","389.86","325.22","233.31","77.77","49.49","29.29","126.25","0.0","37.37","65.65","82.82","121.2","214.12","162.61","158.57","173.72","208.06","262.6","285.83","231.29","151.5","70.7","34.34","42.42","113.12","9312.2"
"20240310","43750350","0.0","23.23","27.27","46.46","162.61","456.52","442.38","353.5","306.03","255.53","332.29","361.58","357.54","288.86","114.13","59.59","38.38","141.4","0.0","13.13","42.42","28.28","72.72","143.42","133.32","113.12","143.42","135.34","239.37","254.52","255.53","181.8","78.78","52.52","34.34","109.08","9272.81"
"20240304","45180440","0.0","1.01","2.02","2.02","12.12","15.15","12.12","16.16","31.31","34.34","70.7","54.54","63.63","62.62","33.33","21.21","13.13","9.09","0.0","1.01","5.05","2.02","5.05","14.14","9.09","9.09","17.17","17.17","33.33","54.54","37.37","34.34","27.27","22.22","23.23","26.26","980.71"
"20240331","43750253","0.0","92.92","165.64","180.79","233.31","488.84","640.34","570.65","629.23","545.4","510.05","506.01","443.39","277.75","116.15","64.64","31.31","120.19","0.0","76.76","163.62","132.31","155.54","353.5","416.12","399.96","415.11","404.0","401.98","385.82","313.1","214.12","72.72","58.58","42.42","110.09","12245.24"
"20240326","43750370","0.0","32.32","82.82","98.98","203.01","495.91","500.96","434.3","456.52","452.48","586.81","595.9","442.38","280.78","86.86","46.46","27.27","135.34","0.0","35.35","68.68","86.86","130.29","244.42","200.99","191.9","210.08","237.35","347.44","333.3","275.73","150.49","74.74","35.35","35.35","113.12","11473.6"
"20240303","45180340","0.0","3.03","5.05","10.1","17.17","19.19","34.34","32.32","36.36","33.33","67.67","93.93","84.84","73.73","46.46","42.42","18.18","14.14","0.0","3.03","5.05","2.02","9.09","22.22","20.2","31.31","13.13","26.26","31.31","63.63","63.63","40.4","46.46","31.31","41.41","35.35","1468.54"
"20240317","45180535","0.0","92.92","220.18","259.57","272.7","384.81","304.01","299.97","422.18","431.27","559.54","565.6","567.62","399.96","208.06","133.32","87.87","51.51","0.0","96.96","226.24","283.81","251.49","334.31","280.78","317.14","387.84","438.34","566.61","556.51","439.35","277.75","200.99","123.22","87.87","88.88","13100.71"
"20240312","43750350","0.0","15.15","22.22","48.48","227.25","717.1","711.04","598.93","613.07","544.39","616.1","646.4","592.87","375.72","135.34","58.58","40.4","170.69","0.0","10.1","36.36","24.24","79.79","211.09","187.86","159.58","192.91","223.21","328.25","331.28","304.01","197.96","79.79","44.44","33.33","136.35","13551.17"
"20240305","47770380","0.0","0.0","3.03","2.02","5.05","5.05","5.05","5.05","13.13","14.14","33.33","32.32","44.44","48.48","38.38","27.27","21.21","13.13","0.0","2.02","3.03","1.01","0.0","2.02","2.02","4.04","6.06","8.08","21.21","31.31","39.39","35.35","25.25","14.14","29.29","10.1","704.98"
"20240307","43750340","0.0","1.01","2.02","1.01","13.13","30.3","33.33","30.3","28.28","47.47","55.55","101.0","125.24","96.96","47.47","21.21","11.11","15.15","0.0","3.03","4.04","4.04","12.12","15.15","12.12","22.22","18.18","42.42","44.44","85.85","74.74","72.72","33.33","17.17","25.25","21.21","2545.2"
"20240330","45180440","0.0","3.03","6.06","9.09","12.12","26.26","21.21","7.07","26.26","43.43","63.63","80.8","90.9","75.75","46.46","32.32","18.18","10.1","0.0","2.02","9.09","11.11","17.17","12.12","11.11","14.14","27.27","38.38","65.65","65.65","68.68","49.49","34.34","30.3","26.26","22.22","1339.26"
"20240330","47770310","0.0","33.33","65.65","39.39","111.1","170.69","196.95","188.87","263.61","268.66","436.32","497.93","551.46","387.84","251.49","91.91","57.57","34.34","0.0","23.23","40.4","41.41","74.74","126.25","150.49","158.57","185.84","262.6","410.06","478.74","503.99","342.39","216.14","101.0","76.76","55.55","8536.52"
"20240326","45180570","0.0","27.27","53.53","46.46","80.8","107.06","145.44","131.3","191.9","211.09","321.18","325.22","345.42","242.4","136.35","90.9","51.51","75.75","0.0","26.26","49.49","35.35","47.47","127.26","107.06","90.9","126.25","163.62","215.13","258.56","229.27","168.67","128.27","60.6","59.59","52.52","6150.9"
"20240319","45180520","0.0","6.06","29.29","11.11","18.18","22.22","28.28","33.33","33.33","42.42","59.59","75.75","70.7","58.58","32.32","20.2","12.12","11.11","0.0","10.1","29.29","8.08","12.12","25.25","30.3","18.18","26.26","47.47","63.63","58.58","54.54","38.38","20.2","20.2","20.2","13.13","1318.05"
"20240316","45180340","0.0","2.02","3.03","8.08","21.21","26.26","45.45","36.36","43.43","51.51","66.66","88.88","104.03","75.75","53.53","39.39","16.16","19.19","0.0","1.01","5.05","3.03","15.15","26.26","26.26","32.32","13.13","28.28","43.43","74.74","75.75","47.47","45.45","32.32","43.43","35.35","1667.51"
"20240322","45180595","0.0","8.08","16.16","19.19","53.53","118.17","115.14","97.97","113.12","109.08","171.7","177.76","188.87","125.24","64.64","50.5","29.29","23.23","0.0","10.1","10.1","17.17","43.43","102.01","76.76","51.51","62.62","62.62","95.95","117.16","103.02","63.63","38.38","32.32","30.3","33.33","3326.94"
"20240303","47770330","0.0","1.01","0.0","3.03","2.02","4.04","2.02","10.1","12.12","16.16","23.23","39.39","65.65","41.41","24.24","18.18","10.1","7.07","0.0","0.0","3.03","3.03","0.0","2.02","3.03","3.03","5.05","12.12","18.18","39.39","55.55","27.27","25.25","15.15","16.16","8.08","702.96"
"20240310","45180510","0.0","66.66","165.64","212.1","255.53","458.54","391.88","324.21","346.43","450.46","555.5","596.91","544.39","356.53","169.68","139.38","61.61","81.81","0.0","73.73","131.3","198.97","243.41","358.55","276.74","237.35","316.13","384.81","523.18","519.14","400.97","316.13","189.88","130.29","93.93","110.09","12881.54"
"20240301","45180595","0.0","5.05","30.3","28.28","54.54","80.8","90.9","81.81","101.0","91.91","130.29","168.67","177.76","114.13","56.56","43.43","30.3","25.25","0.0","13.13","15.15","17.17","36.36","76.76","79.79","61.61","67.67","79.79","93.93","123.22","107.06","63.63","47.47","34.34","28.28","29.29","3077.47"
"20240314","47770380","0.0","0.0","2.02","2.02","5.05","4.04","11.11","8.08","20.2","19.19","46.46","41.41","61.61","57.57","37.37","23.23","23.23","12.12","0.0","1.01","4.04","3.03","0.0","3.03","2.02","7.07","12.12","12.12","19.19","25.25","53.53","35.35","28.28","17.17","28.28","9.09","802.95"
"20240316","45180360","0.0","0.0","7.07","6.06","7.07","16.16","20.2","22.22","31.31","26.26","33.33","52.52","53.53","47.47","29.29","29.29","9.09","3.03","0.0","3.03","6.06","2.02","10.1","18.18","7.07","16.16","9.09","10.1","30.3","31.31","42.42","30.3","18.18","19.19","11.11","15.15","905.97"
"20240313","43750340","0.0","1.01","2.02","2.02","10.1","40.4","41.41","42.42","50.5","49.49","60.6","119.18","147.46","121.2","60.6","31.31","15.15","13.13","0.0","3.03","3.03","4.04","10.1","18.18","15.15","32.32","23.23","46.46","54.54","92.92","79.79","81.81","41.41","20.2","25.25","19.19","2800.73"
"20240306","45180390","0.0","3.03","20.2","22.22","21.21","49.49","43.43","57.57","76.76","78.78","128.27","120.19","134.33","98.98","63.63","37.37","34.34","26.26","0.0","3.03","11.11","15.15","15.15","22.22","28.28","24.24","49.49","42.42","79.79","110.09","73.73","68.68","40.4","42.42","46.46","33.33","2254.32"
"20240301","43750320","0.0","9.09","17.17","26.26","105.04","109.08","133.32","139.38","130.29","156.55","212.1","240.38","216.14","171.7","80.8","52.52","26.26","44.44","0.0","4.04","13.13","15.15","24.24","54.54","44.44","44.44","54.54","77.77","141.4","135.34","137.36","87.87","54.54","35.35","36.36","42.42","4825.78"
"20240331","43750250","0.0","129.28","249.47","433.29","530.25","888.8","899.91","767.6","779.72","827.19","1132.21","1175.64","1062.52","724.17","355.52","244.42","143.42","219.17","0.0","139.38","264.62","347.44","379.76","586.81","529.24","460.56","633.27","759.52","954.45","969.6","890.82","577.72","361.58","224.22","181.8","210.08","28059.82"
"20240316","45180350","0.0","2.02","8.08","6.06","9.09","15.15","19.19","21.21","28.28","26.26","54.54","53.53","68.68","76.76","28.28","26.26","16.16","12.12","0.0","2.02","4.04","5.05","6.06","9.09","10.1","11.11","9.09","18.18","36.36","34.34","51.51","37.37","33.33","25.25","23.23","27.27","1035.25"
"20240321","47770370","0.0","5.05","28.28","6.06","21.21","34.34","51.51","50.5","57.57","76.76","98.98","130.29","116.15","87.87","73.73","40.4","12.12","9.09","0.0","2.02","9.09","4.04","13.13","26.26","22.22","24.24","40.4","31.31","73.73","97.97","101.0","66.66","51.51","30.3","21.21","30.3","1928.09"
"20240301","45180520","0.0","5.05","9.09","15.15","22.22","33.33","32.32","24.24","30.3","36.36","49.49","70.7","54.54","51.51","16.16","15.15","9.09","10.1","0.0","12.12","11.11","9.09","10.1","33.33","30.3","16.16","17.17","41.41","50.5","60.6","37.37","29.29","15.15","19.19","21.21","11.11","1154.43"
"20240303","43750330","0.0","12.12","23.23","73.73","31.31","96.96","117.16","99.99","109.08","93.93","142.41","177.76","181.8","170.69","70.7","39.39","25.25","29.29","0.0","15.15","28.28","46.46","24.24","39.39","55.55","53.53","55.55","76.76","124.23","141.4","156.55","88.88","49.49","33.33","21.21","26.26","4644.99"
"20240323","43750340","1.01","13.13","7.07","12.12","15.15","44.44","60.6","68.68","71.71","75.75","98.98","156.55","160.59","117.16","51.51","26.26","11.11","12.12","0.0","12.12","13.13","13.13","20.2","27.27","33.33","40.4","39.39","53.53","85.85","136.35","92.92","93.93","47.47","23.23","26.26","22.22","3350.17"
"20240318","45180520","0.0","5.05","30.3","12.12","24.24","23.23","35.35","33.33","33.33","38.38","64.64","83.83","75.75","62.62","29.29","23.23","9.09","13.13","0.0","12.12","32.32","7.07","12.12","24.24","23.23","22.22","27.27","44.44","56.56","50.5","51.51","32.32","23.23","25.25","22.22","12.12","1347.34"
"20240327","43750370","0.0","31.31","76.76","96.96","197.96","517.12","500.96","450.46","456.52","463.59","601.96","593.88","486.82","297.95","84.84","52.52","27.27","131.3","0.0","33.33","69.69","84.84","135.34","263.61","210.08","197.96","204.02","239.37","338.35","333.3","266.64","141.4","73.73","32.32","38.38","115.14","11700.85"
"20240330","43750250","0.0","137.36","240.38","389.86","554.49","937.28","945.36","826.18","881.73","953.44","1219.07","1334.21","1268.56","876.68","438.34","298.96","156.55","220.18","0.0","148.47","282.8","323.2","390.87","611.05","581.76","533.28","642.36","802.95","999.9","1066.56","1055.45","672.66","399.96","263.61","200.99","223.21","30320.2"
"20240304","45180420","0.0","3.03","13.13","2.02","11.11","16.16","23.23","24.24","23.23","39.39","73.73","71.71","83.83","65.65","28.28","22.22","21.21","15.15","0.0","2.02","5.05","0.0","7.07","10.1","7.07","10.1","12.12","18.18","35.35","59.59","50.5","44.44","23.23","26.26","32.32","22.22","1196.85"
"20240303","47770340","0.0","2.02","6.06","10.1","10.1","13.13","16.16","16.16","24.24","26.26","40.4","60.6","88.88","64.64","43.43","31.31","23.23","12.12","0.0","0.0","7.07","5.05","6.06","10.1","16.16","15.15","19.19","21.21","41.41","56.56","60.6","63.63","36.36","26.26","34.34","9.09","1100.9"
"20240301","45180370","0.0","2.02","8.08","2.02","12.12","25.25","17.17","23.23","26.26","31.31","50.5","56.56","73.73","59.59","35.35","18.18","16.16","12.12","0.0","5.05","4.04","4.04","7.07","10.1","6.06","9.09","22.22","16.16","37.37","34.34","62.62","37.37","31.31","25.25","33.33","31.31","1096.86"
"20240315","47770370","0.0","9.09","13.13","11.11","23.23","45.45","75.75","37.37","57.57","86.86","125.24","144.43","158.57","122.21","82.82","46.46","15.15","12.12","0.0","9.09","10.1","11.11","16.16","32.32","29.29","29.29","34.34","41.41","84.84","102.01","116.15","77.77","60.6","34.34","27.27","29.29","2243.21"
"20240308","45180440","0.0","2.02","5.05","4.04","9.09","15.15","14.14","12.12","26.26","29.29","48.48","60.6","69.69","58.58","26.26","24.24","12.12","9.09","0.0","3.03","5.05","4.04","5.05","12.12","10.1","7.07","16.16","21.21","36.36","49.49","47.47","30.3","24.24","22.22","23.23","27.27","975.66"
"20240320","45180570","0.0","22.22","53.53","38.38","72.72","139.38","154.53","133.32","187.86","205.03","335.32","325.22","339.36","237.35","125.24","81.81","50.5","60.6","0.0","28.28","51.51","36.36","61.61","119.18","101.0","86.86","119.18","150.49","230.28","252.5","200.99","178.77","122.21","75.75","61.61","46.46","6065.05"
"20240330","47770330","0.0","1.01","0.0","2.02","3.03","6.06","4.04","12.12","14.14","15.15","26.26","47.47","66.66","49.49","33.33","20.2","13.13","5.05","0.0","1.01","3.03","4.04","2.02","7.07","3.03","6.06","10.1","10.1","26.26","32.32","50.5","45.45","32.32","16.16","16.16","8.08","791.84"
"20240303","45180570","0.0","10.1","42.42","55.55","86.86","137.36","120.19","111.1","160.59","166.65","263.61","263.61","284.82","207.05","107.06","76.76","46.46","60.6","0.0","27.27","64.64","71.71","74.74","119.18","94.94","101.0","116.15","127.26","181.8","239.37","170.69","177.76","102.01","57.57","52.52","44.44","5509.55"
"20240328","45180340","0.0","1.01","1.01","3.03","21.21","30.3","47.47","41.41","40.4","45.45","63.63","88.88","73.73","73.73","49.49","46.46","19.19","19.19","0.0","1.01","3.03","1.01","9.09","16.16","24.24","20.2","18.18","25.25","34.34","67.67","64.64","47.47","43.43","31.31","41.41","43.43","1592.77"
"20240328","45180370","0.0","0.0","9.09","15.15","22.22","23.23","14.14","20.2","22.22","24.24","53.53","56.56","64.64","52.52","27.27","18.18","16.16","15.15","0.0","0.0","2.02","9.09","8.08","11.11","6.06","10.1","18.18","14.14","28.28","36.36","51.51","37.37","24.24","26.26","28.28","29.29","1043.33"
"20240328","43750250","0.0","101.0","211.09","404.0","511.06","915.06","930.21","743.36","847.39","941.32","1236.24","1271.59","1106.96","728.21","346.43","244.42","141.4","208.06","0.0","111.1","235.33","291.89","319.16","582.77","517.12","476.72","640.34","758.51","924.15","900.92","829.21","523.18","340.37","220.18","167.66","211.09","28408.27"
"20240303","45180430","0.0","0.0","1.01","2.02","4.04","6.06","9.09","12.12","7.07","14.14","26.26","32.32","44.44","30.3","9.09","7.07","4.04","2.02","0.0","0.0","5.05","1.01","2.02","7.07","11.11","8.08","6.06","11.11","19.19","43.43","23.23","19.19","8.08","13.13","12.12","9.09","503.99"
"20240313","43750330","0.0","6.06","46.46","61.61","56.56","157.56","217.15","170.69","210.08","204.02","291.89","290.88","259.57","213.11","91.91","46.46","24.24","36.36","0.0","8.08","29.29","40.4","22.22","55.55","56.56","50.5","85.85","121.2","152.51","193.92","155.54","99.99","53.53","35.35","22.22","26.26","6047.88"
"20240320","45180510","0.0","72.72","145.44","153.52","224.22","485.81","458.54","366.63","430.26","503.99","691.85","713.06","637.31","435.31","202.0","154.53","77.77","80.8","0.0","70.7","138.37","187.86","199.98","356.53","292.9","258.56","378.75","457.53","578.73","567.62","483.79","344.41","205.03","156.55","120.19","116.15","14589.45"
"20240307","45180400","0.0","1.01","6.06","6.06","12.12","47.47","36.36","31.31","45.45","59.59","99.99","112.11","124.23","112.11","64.64","41.41","26.26","33.33","0.0","3.03","5.05","3.03","9.09","11.11","21.21","18.18","22.22","41.41","46.46","60.6","111.1","88.88","55.55","45.45","33.33","31.31","2018.99"
"20240329","47770320","0.0","4.04","6.06","22.22","91.91","51.51","66.66","64.64","53.53","51.51","110.09","109.08","120.19","99.99","69.69","31.31","22.22","13.13","0.0","6.06","5.05","21.21","22.22","23.23","17.17","26.26","39.39","36.36","59.59","92.92","74.74","59.59","52.52","33.33","32.32","24.24","2185.64"
"20240318","45180430","0.0","0.0","0.0","0.0","2.02","5.05","5.05","7.07","2.02","15.15","21.21","33.33","36.36","33.33","13.13","8.08","3.03","2.02","0.0","0.0","6.06","1.01","1.01","4.04","6.06","1.01","2.02","5.05","18.18","25.25","16.16","20.2","9.09","14.14","11.11","8.08","427.23"
"20240303","47770360","0.0","19.19","44.44","65.65","44.44","89.89","107.06","79.79","161.6","148.47","210.08","256.54","296.94","208.06","123.22","76.76","54.54","31.31","0.0","17.17","52.52","53.53","45.45","78.78","70.7","73.73","107.06","132.31","214.12","260.58","262.6","195.94","124.23","82.82","58.58","52.52","4724.78"
"20240316","45180535","0.0","85.85","231.29","279.77","293.91","396.93","339.36","343.4","453.49","458.54","569.64","628.22","579.74","407.03","206.04","139.38","78.78","49.49","0.0","102.01","247.45","267.65","265.63","359.56","310.07","330.27","417.13","472.68","587.82","567.62","438.34","307.04","206.04","118.17","95.95","89.89","13780.44"
"20240311","45180340","0.0","0.0","0.0","4.04","20.2","30.3","56.56","44.44","44.44","47.47","66.66","101.0","87.87","75.75","51.51","43.43","19.19","19.19","0.0","1.01","4.04","1.01","7.07","23.23","23.23","27.27","19.19","29.29","36.36","69.69","61.61","47.47","42.42","35.35","41.41","37.37","1673.57"
"20240307","45180310","0.0","5.05","22.22","5.05","62.62","123.22","133.32","143.42","136.35","168.67","192.91","228.26","234.32","162.61","71.71","50.5","19.19","23.23","0.0","16.16","11.11","8.08","35.35","60.6","55.55","56.56","57.57","93.93","140.39","139.38","134.33","69.69","54.54","41.41","32.32","37.37","3922.84"
"20240314","45180370","0.0","0.0","7.07","1.01","13.13","19.19","14.14","22.22","23.23","33.33","49.49","69.69","66.66","65.65","34.34","21.21","15.15","18.18","0.0","1.01","4.04","2.02","4.04","9.09","6.06","5.05","14.14","18.18","22.22","43.43","53.53","38.38","23.23","25.25","29.29","29.29","1072.62"
"20240325","45180330","0.0","4.04","9.09","3.03","32.32","25.25","35.35","27.27","43.43","47.47","62.62","73.73","89.89","51.51","35.35","26.26","17.17","16.16","0.0","2.02","7.07","3.03","10.1","21.21","14.14","25.25","23.23","27.27","28.28","43.43","59.59","39.39","27.27","27.27","30.3","27.27","1379.66"
"20240313","45180320","0.0","2.02","12.12","10.1","14.14","20.2","36.36","26.26","39.39","61.61","71.71","86.86","115.14","80.8","44.44","24.24","23.23","19.19","0.0","4.04","7.07","3.03","9.09","13.13","12.12","19.19","20.2","20.2","57.57","74.74","74.74","49.49","26.26","33.33","38.38","38.38","1560.45"
"20240301","43750253","0.0","76.76","144.43","199.98","224.22","511.06","634.28","568.63","641.35","588.83","556.51","502.98","476.72","303.0","114.13","66.66","27.27","152.51","0.0","72.72","154.53","148.47","163.62","359.56","408.04","377.74","406.02","425.21","410.06","375.72","316.13","195.94","61.61","56.56","27.27","105.04","12488.65"
"20240323","47770380","0.0","1.01","3.03","7.07","8.08","2.02","13.13","14.14","15.15","24.24","55.55","48.48","82.82","68.68","30.3","24.24","26.26","15.15","0.0","4.04","5.05","6.06","0.0","6.06","3.03","8.08","14.14","16.16","27.27","42.42","70.7","38.38","27.27","16.16","30.3","13.13","940.31"
"20240309","45180360","0.0","2.02","2.02","6.06","11.11","11.11","31.31","23.23","16.16","27.27","34.34","48.48","38.38","42.42","29.29","28.28","8.08","6.06","0.0","2.02","7.07","2.02","7.07","16.16","9.09","15.15","8.08","13.13","28.28","36.36","38.38","32.32","25.25","17.17","10.1","14.14","850.42"
"20240305","45180430","0.0","0.0","0.0","0.0","3.03","7.07","4.04","9.09","2.02","18.18","17.17","30.3","32.32","27.27","10.1","7.07","3.03","2.02","0.0","0.0","6.06","1.01","0.0","5.05","6.06","1.01","2.02","5.05","10.1","28.28","20.2","17.17","10.1","14.14","11.11","8.08","406.02"
"20240329","45180535","0.0","75.75","208.06","269.67","269.67","368.65","334.31","297.95","395.92","428.24","588.83","593.88","573.68","400.97","213.11","150.49","89.89","52.52","0.0","87.87","241.39","324.21","250.48","349.46","264.62","304.01","393.9","469.65","572.67","598.93","438.34","292.9","194.93","133.32","99.99","94.94","13466.33"
"20240324","45180410","0.0","0.0","7.07","7.07","2.02","9.09","17.17","15.15","21.21","31.31","57.57","59.59","55.55","50.5","27.27","22.22","14.14","6.06","0.0","4.04","9.09","7.07","9.09","11.11","10.1","8.08","12.12","18.18","22.22","28.28","42.42","38.38","24.24","25.25","27.27","25.25","913.04"
